2017-06-05,2698.3138125
2017-06-06,2883.3136966371426
2017-06-07,2664.9208625
2017-06-08,2792.9991875
2017-06-09,2827.4913
2017-06-10,2845.3728571428574
2017-06-11,2961.8296124999997
2017-06-12,2657.6750625
2017-06-13,2748.185085714286
2017-06-14,2447.0415625
2017-06-15,2442.48025
2017-06-16,2464.9598142857144
2017-06-17,2665.927
2017-06-18,2507.389252144286
2017-06-19,2617.2102625
2017-06-20,2754.97825
2017-06-21,2671.04325
2017-06-22,2727.2880125
2017-06-23,2710.4122857142856
2017-06-24,2589.1648875
2017-06-25,2512.3662857142854
2017-06-26,2436.4510571428573
2017-06-27,2517.9031142857143
2017-06-28,2585.349185714286
2017-06-29,2544.414475
2017-06-30,2477.641375
2017-07-01,2434.0778625
2017-07-02,2501.191342857143
2017-07-03,2561.225428571429
2017-07-04,2599.7298375
2017-07-05,2619.1875030042856
2017-07-06,2609.96775
2017-07-07,2491.201214285714
2017-07-08,2562.1306624999997
2017-07-09,2536.2389375
2017-07-10,2366.1701428571428
2017-07-11,2369.8621285714285
2017-07-12,2385.7485714285717
2017-07-13,2354.7834166666667
2017-07-14,2190.947833333333
2017-07-15,2058.9955999999997
2017-07-16,1931.2143
2017-07-17,2176.6234875
2017-07-18,2320.12225
2017-07-19,2264.7657
2017-07-20,2898.1884166666664
2017-07-21,2682.1953625
2017-07-22,2807.609857142857
2017-07-23,2725.549716666667
2017-07-24,2751.821028571429
2017-07-25,2560.9979166666667
2017-07-26,2495.028585714286
2017-07-27,2647.625
2017-07-28,2781.636583333333
2017-07-29,2722.512785714286
2017-07-30,2745.955416666666
2017-07-31,2866.431666666667
2017-08-01,2710.4130666666665
2017-08-02,2693.6339833333336
2017-08-03,2794.117716666666
2017-08-04,2873.8510833333335
2017-08-05,3218.1150166666666
2017-08-06,3252.5625333333332
2017-08-07,3407.2268333333336
2017-08-08,3457.374333333333
2017-08-09,3357.326316666667
2017-08-10,3424.4042000000004
2017-08-11,3632.5066666666667
2017-08-12,3852.8029142857145
2017-08-13,4125.54802
2017-08-14,4282.992
2017-08-15,4217.028328571429
2017-08-16,4360.876871428572
2017-08-17,4328.725716666667
2017-08-18,4130.440066666667
2017-08-19,4222.662214285714
2017-08-20,4157.958033333333
2017-08-21,4043.722
2017-08-22,4082.180983333333
2017-08-23,4174.95
2017-08-24,4340.316716666667
2017-08-25,4363.05445
2017-08-26,4360.5133166666665
2017-08-27,4354.308333333333
2017-08-28,4391.673516666667
2017-08-29,4607.98545
2017-08-30,4594.98785
2017-08-31,4748.255
2017-09-01,4911.740016666667
2017-09-02,4580.387479999999
2017-09-03,4648.159983333334
2017-09-04,4344.0983166666665
2017-09-05,4488.72014
2017-09-06,4641.822016666666
2017-09-07,4654.6585000000005
2017-09-08,4310.750183333334
2017-09-09,4375.55952
2017-09-10,4329.955
2017-09-11,4248.090016666666
2017-09-12,4219.036616666667
2017-09-13,3961.2712666666666
2017-09-14,3319.6299999999997
2017-09-15,3774.2652833333336
2017-09-16,3763.62604
2017-09-17,3746.060783333333
2017-09-18,4093.316666666667
2017-09-19,3943.4133333333334
2017-09-20,3977.5616666666665
2017-09-21,3658.8981833333332
2017-09-22,3637.5025499999997
2017-09-23,3776.3869
2017-09-24,3703.0406500000004
2017-09-25,3942.5550000000003
2017-09-26,3910.3073833333333
2017-09-27,4202.554983333333
2017-09-28,4201.98905
2017-09-29,4193.574666666666
2017-09-30,4335.368316666667
2017-10-01,4360.722966666667
2017-10-02,4386.88375
2017-10-03,4293.3066
2017-10-04,4225.175
2017-10-05,4338.852
2017-10-06,4345.6033333333335
2017-10-07,4376.191666666667
2017-10-08,4602.280883333334
2017-10-09,4777.967816666666
2017-10-10,4782.28
2017-10-11,4819.485766666667
2017-10-12,5325.130683333333
2017-10-13,5563.806566666666
2017-10-14,5739.438733333333
2017-10-15,5647.311666666667
2017-10-16,5711.205866666667
2017-10-17,5603.71294
2017-10-18,5546.176100000001
2017-10-19,5727.6335
2017-10-20,5979.45984
2017-10-21,6020.371683333334
2017-10-22,5983.184550000001
2017-10-23,5876.079866666667
2017-10-24,5505.827766666666
2017-10-25,5669.622533333334
2017-10-26,5893.138416666666
2017-10-27,5772.504983333333
2017-10-28,5776.6969500000005
2017-10-29,6155.43402
2017-10-30,6105.87422
2017-10-31,6388.645166666666
2017-11-01,6665.306683333333
2017-11-02,7068.020100000001
2017-11-03,7197.72006
2017-11-04,7437.543316666666
2017-11-05,7377.012366666667
2017-11-06,6989.071666666667
2017-11-07,7092.127233333333
2017-11-08,7415.878250000001
2017-11-09,7158.03706
2017-11-10,6719.39785
2017-11-11,6362.851033333333
2017-11-12,5716.301583333334
